race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
10.73,7.05,15.88,1.97,49.5,15.62,52.9,4.6,61.3,296.41
11.1,7.05,15.23,2,48.64,14.33,46.28,4.6,51.28,267.73
11.23,7.06,14.5,1.92,48.83,14.82,44.32,5,61.08,269.89
11.25,7.24,14.77,2.16,48.98,14.73,42.32,4.5,62.54,291.71
10.6,7.74,14.58,1.9,49.31,14.81,42.96,4.4,57.9,277.94
11.02,6.91,15.45,1.99,51.35,14.92,46.86,5,66.74,297.9
11.14,7.22,15,1.93,48.68,15.01,46.8,4.4,61.3,269.33
11.08,7.26,14.04,2.07,48.86,15.36,45,4.5,58.66,268.86
11.07,7.05,14.04,2,49.35,14.58,43.34,4.8,54.74,266.09
11.01,7.1,14.21,1.98,50.26,14.72,42.06,4.8,60.98,271.93
11.11,6.67,14.9,1.99,48.96,14.81,45.48,4.8,54.7,264.85
11.12,7.64,14.42,1.93,49.92,14.71,42.96,4.75,56.38,279.13
11.3,6.94,13.48,1.93,48.66,14.63,45.28,4.9,54.22,259.72
11.32,7.21,15.13,1.98,49.9,14.41,48.78,4.4,52.42,272.89
11.03,7.21,14.53,1.99,51.19,14.49,43.94,4.7,54.14,270.02
11.25,7.25,14.8,2.07,49.35,14.77,46.06,4.3,60.44,290.93
11.21,7.28,13.61,2.04,49.43,15.66,46.08,4.9,51.66,267.46
10.98,7.58,14.84,1.87,49.46,15.16,41.22,4.4,64.28,275.08
10.82,7.2,14.88,1.95,47.12,15.26,44.76,4.2,47,256.36
11.29,6.78,15.62,1.97,50.85,16.16,46.3,4.6,72.5,273.46
11.41,7,14.71,2.08,49.37,15.33,42.24,4.6,56.14,261
11.18,6.95,14.42,2.05,49.87,14.2,42.26,4.6,51.7,268.2
10.87,7.16,15.32,1.9,50.12,14.99,45.08,4.8,60.82,297.55
11.13,7.21,14.05,2.05,49.91,15.14,44.08,4.7,52.22,269.45
11.36,7.14,16.2,1.98,51.4,15.21,45.38,4.7,58.06,275.62
11.28,6.82,15.09,2.02,50.47,14.44,42.42,4.7,52.74,262.43
11.16,6.87,13.27,1.91,49.62,14.69,41.86,4.9,63.46,270.79
10.93,7.23,14.82,1.91,49.61,15.15,44.72,4.1,60.94,265.38
11.16,7.37,14.83,1.92,50.11,14.77,49.86,4.2,61.78,291.28
11.32,7.34,15.09,1.96,49.1,14.78,42.52,4.4,53.12,265.6
11.16,6.97,13.7,1.99,48.78,15.29,41.42,4.5,59.22,257.19
11.12,7.13,13.61,2.04,49.23,15.21,44.08,4.5,55.14,268.09
11.07,7.26,13.19,2.13,48.47,15.04,40.96,4.6,48.02,274.94
10.82,7.03,13.52,1.94,47.76,14.54,40.48,4.6,44,259.49
11.28,7.08,12.05,1.96,48.15,14.57,40.38,4.4,59.28,256.79
11.18,7.26,14.31,2.05,50.88,15.15,46.42,4.6,54.44,288.34
11.06,6.87,14.56,2.01,49.82,15.71,40.54,4.4,69.46,279.21
11.26,6.84,13.57,1.94,49.89,15.42,41.64,5.2,56.52,268.1
11.01,6.8,14.25,1.89,48.65,14.7,41.9,4.3,60.56,266.72
11.21,7.17,16.61,1.96,50.87,15.22,45.64,4,60.28,279.28
11.15,7.05,14.93,1.95,50.35,15.19,47.26,4.4,61.9,291.24
11.23,7.29,14.28,1.81,48.96,15.57,44.36,4.4,61.46,265.03
10.89,7.69,13.03,2.01,49.53,14.83,39.54,4.2,54.94,278.2
11.25,6.96,14.15,1.98,48.22,16.53,43.46,4.6,61.02,268.66
11.14,6.83,12.43,2.1,50.25,14.47,40.2,4.3,59.82,265.82
11.6,7.05,14.08,1.98,51.81,14.92,46.26,4.6,63.42,278.99
11.26,6.91,15.05,1.98,50.01,14.8,44.48,4.1,63.8,281.98
11.59,6.78,14.23,1.91,50.03,16.13,43.62,4.7,65.28,253.32
11.53,7.42,13.51,2.03,50.94,14.73,39.72,4.4,57.12,263.75
10.94,7.19,12.85,2,49.65,15.23,39.3,4.6,54.98,267.04
10.83,7.29,15.35,1.9,49.32,15.37,46,4.3,48.6,279.5
10.89,6.91,13.21,1.95,50.02,14.88,41.6,4.6,52.74,263.6
11.09,6.68,13.66,1.92,48.98,14.88,43.94,4.3,59.74,266.98
10.9,6.72,14.68,1.95,49.18,14.99,45.68,4.3,67.02,311.35
11.18,7.25,12.93,2.08,49.6,15.03,36.02,4.8,55.62,284.53
11.15,7.2,13.63,1.9,49.9,14.72,40.58,4.4,65.22,291.46
11.19,7.12,11.46,2.11,49.15,14.78,33.84,4.7,52.12,263.78
11.18,7.45,14.04,2.05,50.24,16.02,41.96,4.7,55.54,296.61
10.93,7.4,13.98,1.97,50,15.02,35.52,4.7,56.52,294.34
11.34,7.04,14.1,1.94,50.66,15.11,40.28,4.5,59.58,270
11.13,6.91,13.38,1.98,48.16,14.58,38.78,4.3,49,261.93
10.9,6.95,13.05,2.01,49.8,15.07,39.22,4.3,52.92,263.85
11.28,6.93,13.14,1.98,49.62,14.64,40.6,4.7,49.14,270.05
11.21,7.12,13.43,1.88,49.56,14.46,42.86,4.7,47.52,275.84
11.18,7.47,12.07,2.07,48.9,15.97,39.8,4.1,54.68,262.93
11.38,6.89,14.86,1.97,51.54,14.97,49.76,4,58.82,283.53
10.78,7.22,12.64,1.94,48.97,15.73,37.36,4.4,53.9,262.4
10.98,7.1,13.58,1.93,50.78,15.68,42.98,4.7,61.72,299.66
10.83,6.73,13.47,1.93,49.52,15.15,40.52,4.4,56.06,273.05
11.33,6.88,12.21,2.1,50.05,14.93,36.8,4.7,52.4,267.99
11.11,6.98,13.66,1.97,49.73,14.46,38.18,4.4,56.02,285.96
11.36,6.99,13.14,2,51.43,14.77,41.72,4.7,56.62,288.12
11.57,7,15.42,1.89,53.74,14.88,47.1,4.5,58.4,283.9
11.11,7.2,13.62,1.97,48.58,15.45,38.2,3.7,60.94,268.95
11.3,6.81,13.05,1.88,50.83,14.34,43,4.7,56.52,285.19
11.18,7.04,13.87,1.97,50.47,15.36,40.48,4.3,61.04,285.21
11.24,6.96,12.7,1.93,48.81,15.1,39.96,4.5,54.8,272.97
10.96,6.87,12.91,1.93,49.09,15.71,43.64,4.4,54.26,275.01
11.12,7.05,12.49,1.97,49.27,15.33,39.82,4.8,50.46,281.1
11.53,6.88,13.72,1.83,50.22,14.9,47.14,4.7,52.22,277.78
11.14,7.04,13.63,1.98,50.9,15.15,39.96,4.4,55,277.17
11.57,7.16,14.36,1.95,50.67,15,46.56,4,57.04,284.34
11.18,7.12,13.48,1.95,49.91,15.25,39.9,4.4,51.98,273.54
11.3,6.98,14.11,2.03,50.5,15.07,41.12,4.3,49.32,274.33
11.16,7.2,13.49,1.97,53.05,14.69,40.34,5.2,46.48,298.23
11.73,7.12,15.2,1.92,51.26,15.66,49.14,4.2,54.86,280.06
11.24,7.3,13.86,1.98,50.29,15.17,41.96,4.16,50.78,280.5
11.23,6.97,14.69,1.87,49.5,15.97,42.24,4.5,50.44,268.53
10.94,6.91,12.38,1.95,49.9,14.62,37.62,4.2,52.44,263.9
11.13,6.6,13.21,1.91,48.37,14.88,37.6,4.3,56.24,268.1
11.17,7.26,13.99,2.11,49.91,15.27,37.6,4.2,49.9,289.94
11.24,7.01,13.14,1.96,48.72,16.36,44.04,4.1,55.14,265.95
10.89,7.58,13.51,2,50.76,16.24,38.52,4.5,46.78,277.1
11.1,6.99,14.91,1.83,49.45,15.8,43.72,4.2,60.98,291.65
11.14,7.2,12.37,2.13,51.12,14.77,45.2,3.95,64.7,333.24
11.26,6.83,13.41,2.02,50.1,15.24,42,4.3,51.08,275.38
11.34,7.17,11.79,2.03,49.59,15.3,37.52,5.1,44.08,283.1
11.14,7.14,12.42,1.9,49.91,14.7,37.34,4.4,51.14,269.35
11.59,6.78,13.72,1.92,52.13,14.8,41.14,5.1,58.2,302.37
11.11,6.85,13.36,2.03,51.87,14.86,39.4,4.4,50.22,275.82
11.1,7.09,14.21,1.92,49.13,15.6,39.26,3.2,64.62,267.66
11.05,7.41,12.52,1.91,50.74,15.8,42.36,4,60.62,282.77
11.48,7.05,13.57,2,49.49,15.26,39.92,4.4,57.34,299.61
11.44,6.86,12.45,2.07,50.8,15.29,35.04,4.4,61.5,277.07
11.02,7.61,12.04,2.03,50.51,14.55,36.2,4.4,50.88,309.07
11.73,7.11,13.12,2,51.4,14.45,43.48,4.3,52.06,287.84
11.09,6.84,11.97,1.89,49.75,14.69,38.04,4.6,49.02,269.3
11.64,6.63,13.98,2,50.52,15.45,44.82,4.6,52.1,287.29
11.57,7.05,12.82,1.94,50.52,15.49,36.88,4.3,64.16,273.71
11.16,7.45,13.14,1.99,51.16,15.1,42.2,4.3,52.64,307.42
11.29,7.04,12.05,1.94,48.56,14.84,38.5,4.4,46.6,271.44
11.26,6.93,14.17,1.87,51.38,14.79,44.92,4,58.78,292.11
11.41,6.9,12.08,1.91,49.63,15.64,38.02,4.4,56.52,259.31
11,6.82,13.93,1.85,48.87,16.48,38.54,4.3,57.56,269.99
11.17,7.42,14.15,1.86,51.05,15.25,40.92,4.1,51.2,281.05
11.52,6.78,13.05,1.87,50.93,15.14,39.58,4.8,50.46,265.18
11.38,6.92,14.67,1.9,49.98,15.29,40.64,3.55,59.54,269.16
11.19,7.03,12.91,1.92,51.34,15.9,41.5,4.6,54.1,281.01
10.96,7.48,12.71,1.87,50.1,15.61,39.4,3.9,48.5,260.98
11.41,7.19,12.02,1.91,49.3,15.63,39.84,4.6,46.72,267.37
11.43,6.81,12.45,1.94,49.34,14.54,35.92,4.6,52.68,283.71
11.56,6.67,11.54,1.98,49.25,15.37,37.84,4.4,51.6,252.33
11.31,7.34,11.4,2.03,50.7,15.35,36.5,4.2,55.46,276.24
11.14,7.39,11.51,1.98,49.29,14.75,38.9,3.8,45.26,266.13
11.25,7.13,10.66,1.9,49.79,15.03,39.84,4.4,54.5,274.78
11.04,7.09,12.94,1.97,51.53,15.03,40.32,4,57.9,291.76
11.22,7.09,13.02,1.86,49.85,14.35,41.08,4.1,51.04,287.06
10.99,6.79,13.47,1.91,50.39,15.58,44.88,4,59.26,295.85
11.01,7.11,12.63,1.83,49.77,14.92,39.2,4,57.12,281.55
11.14,7.21,13.97,1.95,50.83,15.61,36.84,4.3,50.78,280.81
11.38,6.95,12.9,1.97,49.83,14.77,36.44,4.6,47.6,284.71
11.59,6.98,14.84,1.93,52.54,15.75,44.08,4.2,61.64,294.54
11.25,7.11,12.52,1.9,50.87,15.12,31.34,4.9,46.76,266.21
11.23,6.84,12.82,1.88,49.35,15.28,38.38,4.3,57.46,284.72
11.29,6.96,13.31,2.01,51.3,15.14,34.16,4.5,48.56,274.27
11.26,6.75,13.08,2,51.13,15.69,41,4.2,62.18,296.89
11.59,7.07,13.25,2.06,52.48,16.32,39.82,4.3,60.52,284.17
11.3,6.7,13.56,1.97,52.14,15.45,37.6,4.1,61.6,274.87
10.93,6.91,14.96,2.05,50.52,16.71,45.3,4.2,49.84,314.99
11.15,6.79,13.11,1.95,51.53,15.47,40.84,4.4,53.02,284.92
11.34,7.11,12.09,1.85,49.46,15.05,37.68,4.3,60.2,292.44
11.91,6.68,13.35,1.89,52.71,16.06,46.58,4.2,63.76,266.93
11.72,7.14,12.11,2.18,52.35,15.06,37.5,4,49.48,268.99
11.01,6.89,13.27,1.88,51.37,14.91,38.24,4.27,52.02,284.09
11.48,7.17,12.01,1.96,49.95,15.52,34.74,4.2,48.72,255.55
11.58,6.62,14.77,1.93,51.67,15.3,43.86,4.25,51.48,283.44
11.38,6.93,12.56,2.03,51.41,15.85,40.3,4.3,48.74,270.84
11.62,6.85,13.06,1.96,50.66,16.16,37.88,4.3,51.94,255.25
10.93,7.26,13.45,2.01,49.23,16.92,38.4,4.4,50.28,305.72
11.49,7.09,15.04,2.01,52.89,15.49,38.9,4.5,54.86,312.32
11.55,7.01,15.48,1.93,52.23,15.88,40.78,4.2,53.5,284.24
11.49,7.12,11.42,2.04,51.43,15.12,38.9,4.3,48.22,272.84
11.26,6.57,12.76,1.92,50.91,15.75,41.5,4.3,57.88,279.78
11.52,6.68,13.86,1.92,50.51,15.26,42.32,4.4,50.92,288.7
11.33,6.65,12.28,1.95,50.38,15.44,36.16,4.1,61.06,271.25
11.29,6.9,13.77,1.86,49.84,16.04,42.32,4.1,51.82,274.96
11.59,6.51,13.1,1.85,50.66,15.35,42.16,4.3,51.68,258.68
11.12,7.32,11.71,1.95,50.46,15.59,36.58,4.1,47.58,266
11.39,7.09,11.89,2.12,49.76,14.8,35.42,3.8,38.42,259.35
10.99,6.5,14.06,1.75,49.2,16.28,44.12,4.45,46.1,271.11
11.34,7.25,13.05,1.97,51.66,15.19,39.16,4.4,52.66,308.86
11.43,7.16,11.64,1.94,50.97,15.32,36.32,4.2,59.68,283.44
11.33,6.77,13.28,1.81,50.83,15.49,42.56,4.45,50.26,277.52
12.14,6.68,13.04,2.02,51.61,15.78,42.18,4.2,53.38,261.12
11.56,6.74,13.65,1.96,52.66,15.95,40.42,3.81,68.56,282.72
11.31,6.88,12.09,1.97,50.94,14.81,35.1,4,57.04,279.69
11.39,6.91,12.76,1.92,52.19,14.93,42.6,4.4,49.26,290.94
11.46,6.72,13.48,1.91,50.56,15.2,40.66,4.5,46.86,286.62
11.14,7.23,12.86,2,49.11,15,27.76,4.7,43.9,301.04
10.86,6.68,12.79,1.84,50.19,15.08,35.8,4.25,52.86,281.73
11.28,6.49,12.49,1.96,50.72,14.93,40.7,4.1,55.44,288.44
11.47,6.65,11.07,1.89,49.64,15,32.3,4.4,56.54,261.36
11.46,7.06,13.23,2.02,51.14,15.5,37.54,4.3,46.62,284.12
11.09,6.8,11.89,1.86,49.6,15.83,38.42,3.9,55.18,263.97
11.21,6.62,15.09,1.84,51.4,15.41,42.1,4.3,51.12,297.06
11.16,6.84,12.57,1.89,49.77,15.22,34.18,4.5,45.34,274.68
11.55,6.24,14.61,1.8,52.8,15.01,40.08,4.1,64.1,275.55
11.11,7.53,12.29,1.98,51.85,15.37,35.68,4.4,47.86,302.98
11.69,6.4,12.36,1.93,52.36,14.79,40.46,4.6,45.64,261.57
11.29,6.83,13.63,1.94,52.03,15.88,41.32,4,55.46,284.2
11.29,6.89,13.68,1.95,50.53,14.67,39.8,3.7,47.68,285.6
11.35,6.51,13.85,1.79,49.96,15.21,40.24,4.1,53.16,275.04
11.46,7.16,11.75,1.94,50.52,15.25,39.16,4,49.36,274.97
11.25,7.14,12.54,1.9,51.04,15.71,39.96,4.2,45.42,273.32
11.26,6.78,12.12,1.86,49.54,15.09,39.08,4,53.96,281.33
11.85,6.73,13.73,1.93,53.67,15.95,49.84,4.11,58.3,291.36
11.14,6.65,14.7,1.9,51.38,15.54,44.9,4,52.88,308.18
11.39,6.51,12.52,1.96,50.68,16.15,39.68,4.3,49.88,264.38
11.3,7.06,12.62,1.85,51.87,15.48,38.28,4.4,48.68,273.78
11.05,7.22,12.15,1.94,50.19,15.16,36.48,3.7,50.66,282.46
10.96,7.08,10.88,1.95,48.33,15.27,30.98,3.8,55.86,280.95
10.88,7.18,10.51,2.03,50.84,15.64,27.16,5.3,41.7,296.36
11.48,6.45,13.65,1.9,52.86,15.76,44.12,4.4,60.06,298.59
11.57,6.94,13.75,1.86,52.2,15.52,41.92,4.2,56.38,292.44
11.66,6.45,13.43,1.85,52.44,15.54,43.68,4.6,55.18,286.31
11.23,6.59,12.29,1.88,49.61,15.58,38.46,4.1,55.18,278.6
11.66,6.57,13.99,1.91,51.56,15.23,40.2,4.4,51.1,286.64
11.13,6.75,15.1,1.8,52.77,15.75,44.26,4.2,54.06,300.93
10.95,6.47,14.02,1.83,51.36,15.19,40.6,4.2,54.5,300.08
11.36,7.06,12.15,1.89,50.64,15.68,38.24,4,53.92,275.06
11.55,6.88,11.29,2.16,52.11,15.12,38.4,3.95,56.42,298.76
11.24,6.7,12.7,1.9,51.23,15.58,36.82,4.6,52.72,291.64
10.68,7.19,14.23,1.8,50.58,15.14,37.54,3.8,51.06,307.53
11.53,7,13.81,1.79,52.48,15.46,43.14,3.9,61.86,293.28
11.07,6.65,12.14,1.81,48.84,14.71,34.54,4.2,46.52,272.7
11.25,7.01,12.2,1.92,49.85,15.51,41.9,4.2,48.56,302.4
11.2,6.63,13.34,1.92,52.05,14.92,41.72,3.8,56.6,298.13
11.53,6.87,12.98,1.97,52.27,16.53,41.98,4.3,56.38,290.62
11.77,6.93,12.48,2.06,55.07,15.47,37.44,3.6,66.04,271.56
11.27,7.09,10.4,1.92,49.49,15.39,31.92,4.1,50.7,261.91
11.74,6.33,13.25,1.89,51.21,16,37.54,4.85,57.8,287.83
11.39,6.92,13.88,1.92,53.97,15.42,41.14,4.5,52.24,305.92
11.83,6.59,11.81,1.93,50.92,16.1,34.94,4.6,59.7,271.04
11.38,7.19,10.98,2.04,53.38,15.66,38.04,5,45.46,303.39
11.77,6.65,12.09,1.92,51.58,15.25,37.68,4.3,55.24,271.81
11.05,7.39,12.27,2.07,48.54,16,29.02,3.7,45.24,278.52
11.19,7.02,11.6,1.81,49.96,16.16,39.46,4.2,51.62,273.02
11,7.34,10.69,1.86,48.75,15.69,32.1,3.5,58.04,269.22
11.37,6.78,11.78,1.9,50.71,16.63,37.42,4,61.76,267.44
11.49,6.35,14.1,1.89,51.36,15,45.54,4.1,47.62,291.67
11.59,6.52,12.8,1.84,51.11,15.36,40.92,4,57.42,274.2
11.53,6.94,13.59,1.93,52.17,16.17,42.24,4,49.24,275.23
11.77,6.65,12.01,2,50.29,15.75,31.8,4.7,49.14,271.04
11.71,6.25,12.97,1.91,51.4,15.57,44.6,4.4,47,272.54
11.78,6.29,13.82,1.9,51.12,15.77,42.86,4.35,50.46,277.14
11.81,6.77,13.84,1.92,51.43,15.5,41,4,51.36,280.59
11.54,7.02,12.18,1.95,50.63,15.64,39.78,4,45.54,272.4
11.55,6.25,13.42,1.9,52.84,15.74,42.52,4.4,57.34,286.53
11.49,7.02,10.82,2.05,49.74,15.23,36.92,3.7,51.22,281.35
11.51,6.75,11.9,2.01,49.3,16.43,38.58,3.9,49.1,266.29
11.49,6.25,12.7,1.85,50.35,15.78,36.38,4.5,56.6,275.82
11.38,6.85,10.54,1.83,50.38,15.57,30.94,4.6,58.88,274.45
11,6.91,11.05,1.83,48.04,15.16,35.9,3.81,44.54,266.81
11.27,6.89,12.78,1.94,51.69,15.96,40.24,3.8,55.64,286.03
10.89,6.66,12.2,1.8,52.84,15.94,36.32,5.61,50.58,324.35
11.07,7.35,12.62,1.99,53.19,15.49,37.48,3.8,50.5,294.8
11.56,6.71,11.74,1.9,50.72,15.95,36.84,4.2,54.72,267.43
11.8,6.54,14.45,1.88,51.26,15.85,45.2,3.7,55.72,282
11.66,6.75,11.74,2,51.56,15.4,40.9,3.9,53.24,280.03
11.61,6.6,13.71,1.83,51.38,16.25,39.3,4.2,56.92,274.12
11.83,6.66,12.54,2.04,52.03,16.3,38.44,4.3,57.24,284.51
11.79,6.93,12.9,1.98,52.17,16.12,39.53,4,53.7,274.8
11.56,6.63,11.78,1.92,49.94,14.7,31.78,4.2,47.54,265.52
11.17,6.65,12.53,1.91,51.22,15.31,41.32,3.4,52.72,273.74
11.43,6.4,14.08,1.77,51.94,17.1,42.54,4.5,61.54,288.4
11.38,6.79,12.29,1.9,50.21,15.5,35.92,4.15,46.68,273.29
11.53,7,12.74,1.97,51.1,15.1,36.24,3.9,40.7,268.11
11.56,6.1,12.38,1.92,51.64,16.24,34.6,4.2,69.58,275.7
11.59,6.76,12.92,1.93,51.78,15.79,39.32,4.4,43.12,273.44
11.3,7.02,11.61,1.95,51.33,14.97,37.9,4.4,47.52,311.02
11.56,6.57,11.46,1.9,51.1,15.4,34.62,4.5,46.02,260.45
11.53,6.79,14.84,1.91,53.04,17.69,43.94,4,53.02,274.24
12.01,6.69,13.88,1.96,53.05,15.93,42.64,4.1,52.34,280.94
12.14,6.72,12.84,2.08,53.07,15.47,36.6,4.4,54.44,294.17
11.42,6.74,11.91,1.77,50.37,15.36,37.08,4,59.16,280.63
11.54,6.94,12.83,1.84,53.55,15.2,40.42,4.5,46.12,286.01
11.49,6.65,14.74,1.94,53.22,15.93,38.22,4.4,57.08,315.63
11.53,6.68,12.83,1.82,50.29,15.19,37.1,4.2,47.24,275.74
11.58,7.15,11.86,1.95,52.22,15.88,34.26,4.5,52.34,291.52
11.35,6.69,12.55,1.9,49.13,14.84,31.9,3.4,52.84,269.04
11.11,7.2,11.38,1.92,50.22,15.73,38.04,3.5,48.06,275.02
11.46,6.48,14.7,1.78,50.67,17.23,41.64,3.8,51.84,254.88
11.52,6.41,12.76,1.88,50.74,15.05,38.08,3.9,48.46,267.35
11.92,6.69,14.15,1.9,53.28,15.88,40.36,4.4,54.34,291.57
11.78,6.59,13.97,1.95,52.1,16.19,42.08,4,53.82,286.85
11.14,6.26,13.23,1.93,51.05,15.31,39.6,4.05,53.58,304.99
11.32,6.94,12.63,1.92,51.22,16.54,37.74,4.3,43.58,273.94
11,6.69,11.97,1.87,49.83,16.78,40.12,4,50.08,278
11.54,6.54,13.54,1.92,51.79,15.76,39.6,4.5,49,299.75
11.49,6.49,12.91,1.83,52.08,16.08,41.22,4.2,52.18,271.55
11.15,7.03,13.1,1.97,52.83,15.36,35.2,3.8,52.7,297.44
11.13,6.59,10.68,2.02,48.89,16.54,35.06,3.8,51.04,269.27
11.69,6.75,14.96,1.95,54.39,17.19,44.18,3.9,59.28,291.9
11.5,6.89,11.76,2.04,50.23,15.22,34.38,4,47.9,294.95
11.2,7.08,12.4,1.85,51.44,15.07,32.94,4.1,45.58,279.81
11.54,6.9,11.99,1.97,50.77,15.92,30.06,3.8,59.18,273.58
11.51,6.91,11.05,2.04,50.99,15.54,37.84,3.9,45.54,278.29
11.16,7.33,11.56,2.04,49.71,15.89,35.28,3.9,45.22,306.73
11.44,6.93,11.79,1.92,51.28,16.35,35.88,4.1,52.22,273.57
11.57,6.6,12.99,1.92,52.1,15.62,37.78,3.8,57.62,281.58
11.6,7.05,11.68,1.96,50.07,15.22,32.46,4.3,40.74,280.52
11.52,6.8,12.06,1.97,51.66,15.59,37.7,4.1,43.04,274.86
11.75,6.73,12.49,1.98,54.97,16.47,38.78,4.6,53.5,284.82
10.85,7.32,10.61,1.8,48.84,14.51,33.74,3.8,36.62,282.52
11.7,6.62,11.19,1.91,52.37,15.46,36.5,4.4,55.58,285.2
11.52,6.84,11.53,1.84,49.68,15.62,33.42,4.2,49.9,276.62
11.59,6.49,12.96,1.8,50.92,16.24,34.82,4.3,51.64,264.52
11.64,7.12,12.89,2.01,55,15.76,38.86,4.1,48.32,292.27
10.75,6.98,12.9,1.82,50.86,15.22,36.3,4,46.6,314.67
11.78,6.57,12.45,1.86,51.58,15.87,37.7,4.1,53.16,271.21
11.53,6.83,12.33,1.81,50.98,15.9,42.4,3.8,50.3,279.83
11.26,6.25,12.95,1.82,50.27,15.04,36.48,3.7,53.16,280.06
11.41,6.76,10.75,1.86,50.94,15.63,39.98,3.8,45.5,260.2
11.66,6.48,11.7,1.76,50.17,15.26,38.48,4.4,42.2,264.64
11.89,6.42,12.32,1.88,51.24,15.74,35.7,4.2,51.28,264.33
11.49,6.69,11.67,1.91,50.19,15.88,40.3,3.4,51.22,270.7
11.78,6.5,12.99,1.84,52.87,15.84,42.24,4.2,58.48,297.65
11.62,6.6,12.89,1.81,51.34,15.03,36.96,4.1,50.5,286.66
11.15,6.16,12.16,1.83,49.79,16.1,37.42,3.81,55.4,274
11.83,6.55,12.8,1.86,50.5,16,41.28,3.7,52.14,273.02
10.91,6.8,12.09,1.9,49.04,15.49,31.02,4,41.5,287.54
11.47,7.04,11.51,1.77,51.33,15.56,37.74,4.1,43.82,267.09
11.43,7,12.53,1.89,51.26,16.73,33.74,4,47,263.63
11.28,6.82,12.27,1.8,51.27,15.78,39.32,4,46.6,279.85
11.42,7.03,11.56,1.85,53.08,15.17,35,4.4,46.48,286.7
11.05,7.14,12.82,1.79,52.84,15.59,43.08,4.2,42.8,311.59
11.43,6.86,11.68,1.91,49.77,15.94,39.44,3.9,43.9,284.87
11.51,6.82,14.24,1.94,53.64,16.13,40.18,4.2,56.6,329.61
11.57,6.61,11.55,1.95,53.13,16.15,37.56,4.2,49.88,269.66
11.4,6.97,11.32,1.7,50.35,14.78,35.28,3.9,53.44,285.16
11.13,6.46,12,1.66,49.75,15.61,37.42,3.8,58.2,279.23
12.04,6.63,12.07,1.89,52.42,16.01,35.58,4.5,54.84,278.8
11.46,6.24,12.37,1.94,51.34,15.73,40.74,3.2,57.96,274.68
10.69,7.88,14.98,2.1,47.96,14.13,43.96,5.1,58.02,265.93
10.85,7.49,15.82,2.05,47.55,13.96,48.2,4.8,65.5,274.58
11.01,7.43,15.32,2.07,49.22,14.86,47.66,4.9,58.6,263.96
10.9,7.31,14.35,2.11,49.24,14.16,41.12,5.5,57.68,284.49
11.06,7.44,14.57,2.04,49.27,14.98,49.36,4.8,63.08,265.94
10.98,7.39,15.13,2.13,48.83,14.57,47.66,4.4,61.82,270.39
10.71,7.69,13.73,2.16,49.21,13.88,41.68,4.7,56.6,276.36
10.7,7.38,14.5,2.07,49.31,14.15,44.58,4.8,54.64,263.59
11.22,7.39,16.42,1.95,50.59,14.87,47.26,4.9,65.88,265.24
11.42,7.63,15.3,2.25,51.34,15.03,47.26,4.5,61.42,263.55
11.07,7.46,13.98,2.1,49.97,14.62,46.56,5,56.36,265.14
11.07,7.61,14.3,2.1,48.97,14,49.04,4.7,56.12,288.25
10.97,7.5,13.47,1.99,47.72,14.24,41.46,5,54.94,261.26
10.87,7.16,15.69,2.01,50.17,14.49,46.82,5,69.44,306.03
11.21,7.17,15.51,1.95,49.08,14.65,48.46,4.9,63.1,273.79
10.82,7.21,14.36,2.1,48.51,13.84,40.16,4.8,53.2,266.96
10.8,7.5,14.64,2.04,49.58,14.37,43.8,4.7,55.54,270.01
10.96,7.33,14.23,1.95,48.36,14.71,47.14,4.6,63.12,267.53
11.29,7.49,14.55,2,50.89,15.2,49.28,4.9,61.04,267.28
10.88,7.15,17,1.93,49.35,14.85,49.42,4.4,60.02,276.36
10.96,7.4,14.26,2.08,48.13,14.62,43.82,4.3,61.92,274.92
10.67,7.52,15.09,2.01,48.61,14.87,45.18,4.8,54.14,288.78
10.69,6.84,13.79,2.09,49.26,14.64,40.68,4.6,69.98,274.98
11.05,7.47,15.1,1.99,50.24,15.11,46.76,5,54.24,275.42
10.99,7.43,13.79,2.09,48.14,14.2,43.54,4.4,56.76,281.82
11.23,7.42,15.54,2.1,51.53,14.84,44.52,4.8,58.3,280.78
11.3,7.65,14.86,2,51.4,14.97,44.82,5.1,61.66,288.53
11.19,6.96,13.72,2.04,48.91,14.56,42.02,4.7,61.88,259.52
11.2,7.21,13.71,2,49.57,14.72,45.5,4.9,60.96,273.53
11.07,7.07,13.61,1.98,49.51,14.47,44.24,5.1,56.18,269.21
11.25,7.3,13.35,1.9,47.97,14.86,42.44,5.02,62.58,268.24
10.75,7.42,14.16,2.22,48.85,14.67,44.38,4,54.72,282.62
11.29,7.2,14.59,1.92,49.54,14.83,43.24,4.8,63.28,260.87
11.09,7.29,12.59,2.16,48.39,14.79,41.96,5,47.78,267.2
10.77,7.77,14.54,1.92,49.75,14.38,40.94,4.9,60.9,302.97
10.69,7.03,14.3,1.89,47.59,16.03,47.14,4.4,65.96,265.37
10.84,7.41,14.81,1.97,49.31,14.93,41.82,4.4,60.08,270.01
11.02,7.02,14.76,1.91,48.58,14.32,46.94,4.3,60.1,271.9
10.95,7.47,14.16,2.05,48.71,14.64,40.88,4.3,58.36,275.19
11.15,7.02,14.03,2.07,51,15.29,41.76,5.1,63,276.07
